buyer_id,company_name,target_hub_match,industry_category,city,state_name,postal_code,registered_address,ein_code,website,crawled_status,scraped_emails,scraped_phones,website_title,meta_description
0c054788-9306-457b-ae96-f456bc69beb4,GLOWGREEN BIOFERTILIZERS LLC,All-India (Agri & Food Processing),Agricultural or Allied Products,Mentor,Ohio,44060,5575 Snell Dr,93-3947803,,not_crawled,,,,
0c84ce39-9c37-45e8-9e38-473a0f594dcc,EASTERN LIQUORS USA INC,All-India (Agri & Food Processing),Food Products,Westbury,New York,11590,"990 Westbury Rd, 2nd Floor",27-2528406,http://www.easternliquorsusa.com,failed,,,,
0cf98813-2dd0-433d-967c-553dec16c715,YERI,All-India (Agri & Food Processing),Food Products,New York City,New York,10027,159 W 126TH ST APT GB,99-2494285,https://yericoffee.com,success,,"17326821264, 16083808117, 8507264401",Yeri Coffee | Unique Indian Specialty Coffee & Ethical Sourcing,"Yeri Coffee brings the finest Indian specialty beans to your home. Experience freshly roasted coffee with distinct flavor notes, all from ethically sourced, direct trade partnerships that support our "
0f248fc3-7dc0-417c-b415-e73af94fd0d9,Mapleleaf Global Enterprises Ltd,All-India (Agri & Food Processing),Food Products,Allen,Texas,75013,1333 W McDermott Dr Ste 200,37-1832773,https://www.mapleleaf-global.net/,success,"intl-segmenter@11.7.10, lodash@4.17.23, mlglobal@mlgmail.net","+1 469-519-1037, 810-7317540, 2545352419",MapleLeaf Global USA | Mapleleaf,
0fed2569-887c-4c2d-bd3f-04b5d0e709da,SWAN AND CO LLC,General Trade,Miscellaneous Products,Winter Park,Florida,32789,2359 UPPER PARK RD,42-4707078,,not_crawled,,,,
10f8426e-48c8-4add-ad08-8d64fdfc26a4,"Nimisha Shukla, M.D., P.A. DBA 7 Days Pediatrics",Ahmedabad (Pharma & Medical),"Healthcare Services including services by nurses, physiotherapist and paramedical personnel",Edison,New Jersey,088202704,1802 Oak Tree Road,22-3759996,https://www.7dayspediatrics.com,failed,,,,
11c82bac-00f2-436a-a932-586ecac77b3d,MSN Pharmaceuticals Inc,Ahmedabad (Pharma & Medical),Pharmaceutical Products,Bridgewater,New Jersey,08854,20 Duke Road,46-4327516,,not_crawled,,,,
12f18062-29cd-43e9-818f-d2751d69699b,ANYWORKS CRAFT CO,General Trade,Miscellaneous Products,Flower Mound,Texas,75028,2220 NOTTINGHAM ST,41-4412397,https://anyworkscraft.com,success,info@anyworkscraft.com,"6158214649, 17737981289, 17744028955",AnyWorks Craft Co. | Explore Custom Gifts - Book Now,"Discover premium laser engraving and personalized gifts at AnyWorks Craft Co. - custom metal, glass, and 3D engravings crafted to your style. Schedule your appointment today."
136ca8ae-0011-4d36-9337-d096e46b44c3,CARTGRAPH AI INC,General Trade,Miscellaneous Products,Fremont,California,39493,39493 GALLUADET DRIVE APT 243 FREMONT CA 94538,42-2194929,,not_crawled,,,,
13920833-aed8-429d-a50f-deaa84175b4e,NAROLA USA INC,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Newyork,New York,10036,"580 FIFTH AVE, SUITE 713",99-2192509,https://www.narola.in,success,aos@2.3.1,6705448336,Narola Diamonds,
146c3136-bcfe-4a28-b4f1-f2fed64a0b9a,Quadrant Technologies LLC,General Trade,Information Technology (IT & ITES) Services,Redmond,Washington,98052,5020 148TH Ave NE Suite#250,30-0226524,https://www.quadranttechnologies.com,success,privacy@quadranttechnologies.com,"9712159624, 1977855-1024, 425-296-1122",AI & Data Modernization Consulting | Quadrant Technologies,"Quadrant Technologies helps global enterprises Migrate to Modernize, Analytics & Fabric, AI Positioning. Turn your data into a competitive advantage."
156fb854-b35f-4613-9d9f-44a448e05880,Smart Blinds LLC,General Trade,Others (Goods),Redmond,Washington,98052,15326 Old Redmond Road,93-2975068,https://smartblindspro.com,success,"admin@smartblindshub.com, sales@smartblindspro.com","+1 5642626915, 17813858591, (564) 262-6915",Smart Blinds™ - Premium Custom Window Blinds & Shades,"Premium custom window blinds, shades, and shutters. Get expert help with measuring, installation, and find the perfect window treatments for your home or business."
15bac9b5-ed98-47f2-947e-a5202a7bd55a,Glow Far Services and Trading LLC,General Trade,Wholesale Trade Services,Cypress,Texas,77433,21834 Kintai Ridge Drive,41-2943416,,not_crawled,,,,
17d810a6-431b-41bd-9fa3-c4336eabbbd7,Applied Textiles,General Trade,Distribution Services,Byron Center,Michigan,49315,555 76th Street Southwest,38-3046028,https://www.applied-textiles.com,success,contact@applied-textiles.com,"18668916266, 9712159624, 5802272656","Home - Applied Textiles - Alta™, Certified Testing, And More
                -
                Appli",Expert Textile Engineers
1968e378-5ed0-49dc-b1bd-54285b71ba76,ICAI OHIO CHAPTER,General Trade,Others (Services),Mason,Ohio,45040,6217 Green Meadow,,https://icaiohio.org,success,wght@9..144,,ICAI Ohio Chapter | Upcoming Seminar,"Join ICAI Ohio and ICAI Michigan Chapters for a seminar on emerging cross border accounting issues on September 12, 2026 in Livonia, MI."
197ad99b-aba0-4dae-9859-46b6c7193ddf,SOMA BEVERAGE LLC,General Trade,General Trading,Glenview,Illinois,60025,4203 QUINLAN RD APT 202B,88-1746027,,not_crawled,,,,
1a93a164-b114-4003-b55d-62c97fe516a5,Seven Hills IMEX TX LLC,All-India (Agri & Food Processing),Agricultural or Allied Products,Austin,Texas,78731,5900 Balcones Drive Ste 100,39-4694237,,not_crawled,,,,
1b948a9a-c60c-49d9-bc99-ae918913e160,Alphabet Solutions LLC,General Trade,Consultancy Services,Rutherford,New Jersey,07070,chandakpoooja31@gmail.com,33-3080191,,not_crawled,,,,
1d1f8db7-2ccf-4985-a87a-9eea9b5fe498,MANNA FOODS LLC,All-India (Agri & Food Processing),Food Products,Springfield,Virginia,22153,7628 SOUTHERN OAK DR,39-2125804,https://www.MannaFoodsLLC.com,failed,,,,
1eafbc84-69a9-4e19-89fc-73a72a7f8358,NEXTGEN SURFACES LLC,General Trade,"Stone, Ceramic, Glassware, etc.",Monroe Twp,New Jersey,08831,7 HELEN CT,92-3852331,https://NextGenSurfaces.com,success,"trade@nextgensurfaces.com, Trade@nextgensurfaces.com, you@email.com","12707519531, (973) 873 0100, 8756782316",Best Rated Luxury Vinyl Plank Flooring | Nextgen Surfaces Flooring Supplier,"Discover durable, top-rated luxury vinyl plank flooring at competitive prices from NextGen Surfaces, your trusted wholesale flooring supplier for dealers and builders across the USA."
20f55e8a-be29-48cd-a525-fb9f8878cc92,CATION CONSULTANCY,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Willowmore Cedar Dr,Florida,18929,18929,92-3985603,,not_crawled,,,,
21477e28-e2ef-455c-b8b4-da40275b5b8b,"Real Gems, Inc.",Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Newyork,New York,10036,"36 W 44th ST, Suite 816",13-2807436,https://www.realgemsinc.com,success,"info@realgemsinc.com, online@realgemsinc.com","4515362071, 3105060317, 3285521177",Emerald Colored Gemstones – Real Gems Inc.,"Real Gems sources, cuts and polishes Emerald Rough from Brazil, Colombia, and Zambia to consistently supply the global jewelry industry"
21985a52-ce5c-4a7e-a4c3-9477741d5fdd,SUBIECO USA LLC,General Trade,Others (Goods),Houston,Texas,77420,303 VAT ROAD,38-4379275,,not_crawled,,,,
21d88f08-a645-4726-9f81-70a6c9765a30,SPICY TANGO LLC,All-India (Agri & Food Processing),Food Products,Katy,Texas,77494,8011 CATALINA ISLAND DR,84-2690722,https://www.spicytango.com,success,intl-segmenter@11.7.10,"1.9924062499, 9288338191, 927539.5072","Spicy Tango | South Indian Pickles, Dips and Spices | Katy","Discover the vibrant and robust flavors of Spicy Tango's South Indian-inspired pickles, dips, and spices! Made from tried and tested recipes, these specialty food items are sure to add a delicious pop"
23f5bc3a-e48b-4de5-945f-0cdeb67343f6,KIRTI GLOBAL LLC,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Cedar Grove,New Jersey,07009,29 CHESTNUT CT,38-4339674,,not_crawled,,,,
297e5cc1-39a6-460a-b624-096ea608be78,RELIANCE SERVICE,All-India (Agri & Food Processing),Food Products,Skokie,Illinois,60076,7518 ST LOUIS AVENUE 1036,20-1741458,https://www.relianceservice.us,success,relianceusa@gmail.com,+1-847-322-2255,Reliance Services,
2ae62de7-6f97-48c3-9573-33b4e9d8e5d1,LIDHI LLC,Tiruppur & Surat (Textiles & Apparel),Textile & Apparel Products,Belmont,California,94002,400 DAVEY GLEN RD,39-4041221,,not_crawled,,,,
2c2e1963-8db3-4441-b4ff-5f95afb78e5e,SinZenArd International Food Manufacturers LLC,All-India (Agri & Food Processing),Food Products,Gravois Industrial Ct,Missouri,10989,10989,34-1983677,,not_crawled,,,,
2c3baa4f-ce9f-45ad-9594-64693ef59128,Prime CargoPeople Logistics Corp,General Trade,Transport and Logistics Service,Lewes,Delaware,19958,16192 Coastal Hwy Lewes,88-2318570,https://www.primecargopeople.com,success,info@primecargopeople.com,"+12019050075, 6157774009, 12019050075","Prime Cargo People Logistics — Freight Forwarding, Customs & Drayage","US-based Logistics Service Provider: ocean & air freight, customs brokerage, warehousing, truckload & drayage across the NY/NJ gateway and worldwide. Get a quote in 15 minutes."
2d8d93aa-8d78-4c27-ad75-9a2f6f032d6f,FreightX Shipping Inc,General Trade,Transport and Logistics Service,Franklin,Tennessee,37067,"3401 Mallory Ln , suite #100",99-2330173,https://www.freightxusa.com/,success,,,FreightX,Cargo Shipping
2e7f28e9-b1a8-42a9-b5b6-97dcc65d84b5,Kitchen Xpress Overseas Inc.,All-India (Agri & Food Processing),Food Products,Philadelphia,Pennsylvania,19154,14001 townend rd.,93-2821341,,not_crawled,,,,
3093cb4c-fd45-4f34-a5c7-55e921ccedf3,KALORAMA SOLUTIONS,General Trade,General Trading,Washington,District of Columbia,20009,1612 BELMONT ST NW,42-3367645,,not_crawled,,,,
3110fc1f-54bf-4413-a209-92953f4042db,SAAJ BY G LLC,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Ashburn,Virginia,20148,41626 Bloomfield path st,92-2309139,,not_crawled,,,,
31e25611-b388-4f70-8f91-ecddcc3adc2f,Shrishti LLC,General Trade,Handicrafts,Edison,New Jersey,088201467,8 Anthony Avenue,81-2214913,https://www.theurbanhermits.com,failed,,,,
356643df-9d90-4020-832c-dfdcd795f37f,Prime FFE USA,General Trade,Construction and Related Engineering Services,Jerseycity,New Jersey,07306,3143 John F Kennedy Blvd,99-0522481,https://primeffe.com/,success,sales@primeffe.com,"17453857469, 15337394114, 12016047784",Home - Prime FFE - Your Hospitality Partner,"We’ve been a trusted name in hotel & motel furniture case goods and bed frames, lighting for over 8 years and while our products are outstanding, it’s the people, the principles, and the process behin"
356b1358-7ef3-433a-aeb3-ec3e2be57e1f,ReyD Global Logistics,General Trade,Transport and Logistics Service,Nbrunswick,New Jersey,08902,Nishukti Management LLC,33-2400733,https://Reydglobal.com,success,"intl-segmenter@11.7.10, email@company.com, lodash@4.17.23","6716157116, 2147483647, 13055795524",Home | Reyd Global Logisitics,
35d76b02-ffb9-485d-9c0f-06683e4c7479,Samsar Merchandise LLC,General Trade,General Trading,Media,Pennsylvania,19063,160 Daria Rose Court,83-2755022,https://Sportscheckout.com,success,intl-segmenter@11.7.10,"6893330740, 2212321213, 9013671875",Sports checkout | Sporting Solution Custom Cricket Jersey Balls Bats Gloves Wicket,your last stop  is sportscheckout.com  for india cricket jersey and all cricket needs
378d0413-d724-414f-8408-e54e4fb3a95b,,Gautam Buddha Nagar / Noida (Electronics),Electronic Products,San Francisco,California,94108,28 Geary Street Suite 650 #317,42-2552755,https://www.usesyntro.com,success,"hello@usesyntro.com, u003ehello@usesyntro.com","8862621398, 9804979456, 15179764874",Syntro | Procure hardware at the speed of AI,"Syntro automatically discovers, selects, and manages component suppliers, from prototype to production, for every hardware manufacturer in the world."
38996d22-0a07-41aa-abdc-281f9f1563cb,LUXINE LEATHER GOODS LLC,General Trade,Leather Products,Foxborough,Massachusetts,02035,17 FARRINGTON STREET,41-3681893,https://www.luxineleathergoods.com,success,,"6666666666, 3333333333, 2188519169",Luxine Leather Goods,
39748cf1-0904-4004-a6d7-22f0ffb27b0c,Prak Technologies LLC,All-India (Agri & Food Processing),Food Products,Ashburn,Virginia,20148,"42316 Grahams Stable Square, Ashburn VA, USA",81-4227116,https://Praktechnologies.com,success,"intl-segmenter@11.7.10, lodash@4.17.23, hr@praktechnologies.com","915-9602886, 2545352419, 391-9791905","Prak Tech | IT career development | 42316 Graham Stable Square  Ashburn, VA 20148","Prak Tech is your gateway to real-world IT experience and career placement success. Through immersive projects, we equip students with practical skills that IT employers demand. Our dedicated job plac"
39ddbaf9-8e1c-4263-b41d-60fab994c75c,THIRUVIZHA LLC,All-India (Agri & Food Processing),Food Products,Sunnyvale,California,94087,1575 Tenaka pl Apt 2J,92-3747483,,not_crawled,,,,
3b086df0-3c36-4f9d-8cdb-e1c140d60242,THREAD SOLUTION LLC,Tiruppur & Surat (Textiles & Apparel),Textile & Apparel Products,Allentown,Pennsylvania,18104,1945 Knight St Apt 6,85-4101147,https://threadsolution.com/,success,,(484) 602-4897,Home | Thread Solution,
3bc15f81-63d6-43b0-8fa5-ea9ddb33cd75,Cotton King Exports LLC,All-India (Agri & Food Processing),Agricultural or Allied Products,Jonesboro,Arkansas,72404,3639 Leafy Pass,39-4113120,,not_crawled,,,,
3c0f06f4-2b90-47b8-be3d-3dabfd61e3b8,Blue Plate Foods LLC,All-India (Agri & Food Processing),Food Products,Marlton,New Jersey,08053,"Marlton, NJ 08053",99-2252872,https://baabufoods.com,success,mayank@baabufoods.com,"7515084517, 3917045176, 4173593604",Baabu Foods,Desi flavors meet the World
3da1c8a6-6061-4091-9703-737515ef7b2b,VPSONS INC,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,New York,New York,10036,62 west 47th street,27-2542975,,not_crawled,,,,
3f3c6146-28db-4cc7-bb6a-a77bfaf28ad6,Purple Peak Ventures LLC,General Trade,Others (Goods),Sugar Land,Texas,77498,22 Crown Promenade,99-1312874,,not_crawled,,,,
41e41df7-7c0b-4cf0-86ab-7f8f787206de,4RCE logistics inc,General Trade,Transport and Logistics Service,Beaumont,California,92223,35181 Savory Ln,81-4132786,https://4rcelogistics.com,success,,"6399999857, 17892234237, 16277781335",4RCELOGISTICS.COM,
440d8103-bc9f-4e0d-8243-2abfc63dc509,PHYSRECS.COM L.L.C.,General Trade,Retail Trade Services,Alexandria,Louisiana,71301,6405 Tennyson Oaks Ln,,,not_crawled,,,,
491ab380-883e-4bff-bdb4-b246f839d33e,Aura Event LLC,General Trade,Entertainment Services including Audio-visual Services,Bothell,Washington,98012,"3413 182nd PL SE, BOTHELL, WA 98012",39-3793974,,not_crawled,,,,
4a3403d8-025e-43e0-b643-cd519fbc9534,TRIDEVAYUR INC,General Trade,Miscellaneous Products,Columbus,Georgia,31904,7085 SPRING WALK DRIVE,39-3615875,,not_crawled,,,,
4a34d465-7d00-4449-946d-ce143f47784d,All Equipment Corp.,Kanchipuram & Pune (Auto & Engineering),Mechanical and Electrical Equipments,Yauco,Puerto Rico,00698,"Cidra Industrie/Park, Local 2, Carr. 171 Km. 0.5",66-0948145,,not_crawled,,,,
4ab2aaa7-1c3a-4feb-831c-c3e9510fc3c0,A3K LLC,General Trade,Others (Services),Bonney Lake,Washington,98391,19031 129th ST CT E,99-1411568,,not_crawled,,,,
4d35c5a4-547d-4a45-bd7c-954a1885b8be,MAISON DIORRA INC,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,10036,New York,10036,15 WEST 47 STREET,41-3562226,,not_crawled,,,,
4e571347-aa00-4192-aae9-a6a21531205b,VIHAA APPARELS LLC,Tiruppur & Surat (Textiles & Apparel),Textile & Apparel Products,Woodbridge Township,New Jersey,08830,504 Woodbridge Commons Way,92-2038592,https://www.vidarsha.us,success,shop@vidarsha.us,"3872966692, 2712967986, 5083552326",Vidarsha,
4f476767-ef6a-43cf-a8ed-b5c6573a079d,Creative Mithila LLC,General Trade,Handicrafts,Edison,New Jersey,08820,153 Westgate Dr,82-2175821,https://www.creativemithila.com,success,,"3095458623, 12707519531, 15302148515",Creative Mithila – Mithila/Madhubani Art – Traditions and Evolution,
509fabb4-8275-491d-8888-8cc16a4b3049,Seva Ltd,General Trade,"Accounting, Bookkeeping and Consultancy Services",Huntsville,Alabama,35801,"1300 Meridian St, Suite 200A",27-4055491,https://sevaltd.com,success,"tech@sevaltd.com, hello@sevaltd.com","+1-443-914-2223, +1-301-912-3450, (301) 912-3450",Seva Ltd | Certified Public Accountants,"Seva Ltd is a CPA firm specializing in U.S. expat compliance, cross-border advisory, ITIN services, business accounting, crypto tax, assurance, and financial automation."
55fbc811-daa4-4af8-8850-3d2d19e97130,VEASHA,Ahmedabad (Pharma & Medical),"Healthcare Services including services by nurses, physiotherapist and paramedical personnel",Saint Charles,Illinois,60175,241 TOWER HILL DR,41-3749076,https://WWW.VEASHA.COM,success,"bd@veasha.com, business@veasha.com","+1(708)837-3387, +1708-837-3387, +1 708-837-3387",Healthcare Revenue Cycle Management Services | Veasha,This is the homepage of the website
56b44095-6d18-4c3e-a9d8-79e426661458,Radiant Retail LLC,Gautam Buddha Nagar / Noida (Electronics),Electronic Products,Cumming,Georgia,30040,5235 Loring St,41-4541034,https://radiantora.store,success,,"6043657753, 6013020577, 9379860176",RADIANTORA,
5c4c29f9-6d25-45bc-ac8b-c5a35a552b95,VTRENDZ LLC,Tiruppur & Surat (Textiles & Apparel),Textile & Apparel Products,Arlington Cir,Ohio,30907,30907,47-1823922,https://vtrendz.net,success,"info@vtrendz.net, vtrendzllc@gmail.com, webadmin@vtrendz.net","2306437366, 17688821973, 9018101223",Boho Lifestyle,"Unveil your dream style with VTrendz.net. Explore effortless boho fashion, statement dresses, and finishing accessories curated for getaway looks, special moments, and everyday elegance—crafted to ele"
5df0ecd8-6986-4b15-b3cb-0c3deed8ffe3,Eleven House Global LLC,General Trade,Retail Trade Services,Sheridan,Wyoming,82801,30 N gould st ste r,30-1488281,https://Shriharitraders.com,success,support@shriharitraders.in,"9194522718, 9198396689, 8312872237",Shri Hari Traders — Custom Printing & Corporate Merchandise,"India's trusted custom printing partner. Premium T-shirts, caps, mugs, hoodies & corporate merchandise with digital, DTF, screen print & embroidery options."
5f73f8d8-9754-4762-87b8-f8e53e819998,Soum Company,General Trade,Others (Goods),San Antonio,Texas,78260,28414 Allswell lane,39-4817198,,not_crawled,,,,
5fa8544d-83d5-4152-8c3d-6e1d1066d28e,Dhanima Inc,General Trade,Wholesale Trade Services,Sugar Land,Texas,77479,4507 Miller Ridge Ln,,https://dhanimainc.com,success,,,DhanimaInc,
5fc251e6-e194-43cd-8111-502186092aea,Splendour of India LLC,All-India (Agri & Food Processing),Food Products,Philadelphia,Pennsylvania,19922,"1544 N 7 TH ST APT 2 PHILADELPHIA, PA 19122",99-2527648,,not_crawled,,,,
60ea47ec-df77-4ff4-a087-cafd19f025ef,MARG PHARMACY INC,Ahmedabad (Pharma & Medical),Pharmaceutical Products,Staten Island,New York,11206,76 Graham Ave,11-3279315,https://www.katzpharmacy.com,failed,,,,
614b1503-5f5f-46c6-84ea-d8a24a34f3d0,SANTHIGRAM KERALA AYURVEDIC CO. OF US INC,Ahmedabad (Pharma & Medical),"Healthcare Services including services by nurses, physiotherapist and paramedical personnel",Edison,New Jersey,08817,1681 NJ-27,20-5088727,https://www.santhigram.com,success,"info@santhigram.com, info@santhigram.in","8604977676, 14103887978, 7567989152",Home - Santhigram,Bringing ancient wisdom to the modern world for a healthier tomorrow.
616787a2-4c29-498e-8524-4186c2c8f7bd,Sky Vacations Inc,General Trade,Tourism and Hospitality Services,Southfield,Michigan,24701,24701 Swanson Road,38-3718568,,not_crawled,,,,
6649be9b-3d8c-447e-835f-9126b80f2aca,DevQuic,Kanchipuram & Pune (Auto & Engineering),Engineering Products,Bothell,Washington,98012,4419 185th pl se,99-3603149,,not_crawled,,,,
6716932a-cb2a-4ce7-bb59-ed773f4624ac,NUTRIST HEALTH INC,Ahmedabad (Pharma & Medical),Pharmaceutical Products,Clifton,New Jersey,07012,630 BLOOMFIELD AVE,92-1108090,https://www.nutrist.us,success,,"7515084517, 3113611176, 4972176903",Nutrist,We are passionate team of health care professionals and wellness enthusiasts dedicated to providing you with the highest quality supplements that empower your journey towards optimal health. Our story
6904483b-3a67-4e9e-bb37-4bd70c15f89d,Texind Inc,General Trade,Wholesale Trade Services,Hanover,New Jersey,07936,10D Great Meadow Lane,13-4076040,https://www.texindinc.com,success,"intl-segmenter@11.7.10, info@texindinc.com, lodash@4.17.23","5416666666, 8913079044, 7599559548",Wholesaler and Manufacturer of Textiles | Texind Inc. | United States,"Texind Inc. is a manufacturer and distributor of fabrics, trims, wallpapers based out of USA with mills and workrooms in India. Working with interior design trade across globe."
699ed722-449e-437b-84fc-3c35f38fbbbe,Smitha Deepak LLC,General Trade,Others (Goods),Danville,California,94506,558 Blackhawk Club Dr,87-2039246,,not_crawled,,,,
69a06d0c-da0b-404a-b95f-63ece0c1fa01,OREGREY LLC,Bharuch & Jamnagar (Chemicals & Energy),Mineral and Petrochemical Products,Portland,Oregon,97217,6905 N FENWICK AVE,42-3179536,,not_crawled,,,,
6d59417d-59f7-4ce8-814f-b836358e5e28,Nature’s Craft inc,Surat & Mumbai (Gems & Jewelry),Gems and Jewellery Products,Rutherford,New Jersey,07070,155 Montross Ave,,https://www.etsy.com/shop/NaturesCraftStudio,failed,,,,
7228d17d-c01e-4e34-af82-35259570b0eb,AXL Bearings and Industrial Solutions,Kanchipuram & Pune (Auto & Engineering),Engineering Products,Highlandpark,New Jersey,08904,99 Orion Rd,39-4480878,,not_crawled,,,,
72593ef2-57e6-42c4-9c82-da5f0af397ee,JEEVAM LLC,All-India (Agri & Food Processing),Food Products,Santa Clara,California,95054,"3964 Rivermark Plaza, Unit 2531",39-2932882,,not_crawled,,,,
73b14971-e463-4d0c-baa0-e360a89d0cc2,Fabulous Cartz LLC,Tiruppur & Surat (Textiles & Apparel),Textile & Apparel Products,Dover,Delaware,19901,"8 The Green, # 22391, DOVER, DE 19901",33-4881954,https://www.fabulouscartz.com,success,support@fabulouscartz.com,"1 605 349
1229, 6756599266, 1288 365 1337","Fabulous Cartz | Buy & Sell New & Pre-Loved Indian Ethnic Wear, Jewelry & Accessories","Discover Fabulous Cartz: Your ultimate destination to buy, sell, and relove new and pre-owned Indian ethnic fashion, traditional jewelry, footwear, bags, and dance costumes. Love. Wear. Sell. Repeat."
73da46b1-711f-4b98-b2d5-d062432f6ca1,INFOCLOUD SOLUTIONS LLC,General Trade,Information Technology (IT & ITES) Services,Pleasanton,California,94566,387 Mullin Court,81-3972668,https://www.infocloudcorp.com,success,info@InfoCloudcorp.com,4445535400,InfoCloud Solutions,
75b964fd-8d78-4558-a82b-7e3b936bc772,"Drashti Medical Solutions, LLC",Ahmedabad (Pharma & Medical),Medical or Surgical Instruments,Rockledge,Florida,32955,3254 Hawthorne Ave,20-5987600,https://www.drashtimedical.com,failed,,,,
75ee798d-0dc4-44c0-9fc7-038cab93955d,BulkMagic LLC,All-India (Agri & Food Processing),Agricultural or Allied Products,Newyork,New York,10044,888 Main St Apt 139,99-4522418,https://www.bulkmagic.co,success,,,"BulkMagic - Redefining How the World Shops, Together",BulkMagic delivers the tools and strategies businesses need to grow locally and expand globally. From storefronts to supply chains.
77008761-da6f-48ad-9aa7-db380e1263c2,New York Business Advisory & Corporate Services In,General Trade,"Accounting, Bookkeeping and Consultancy Services",New York,New York,10005,99 Wall Street Suite 1079,85-0793287,https://www.nybacs.com,failed,,,,
7a68494e-a363-4c53-bd49-aacc09084f5c,"Ruvo, Inc.",General Trade,Information Technology (IT & ITES) Services,San Francisco,California,94114,"584 Castro St, Suite #4032",99-2094180,,not_crawled,,,,
7abc8046-41e7-42a9-bd82-32d1e48d41d7,RUDRAS COMMERCIALS INC,All-India (Agri & Food Processing),Food Products,Friendswood,Texas,77546,3806 TAMMONY PARK LANE,87-1869458,https://www.rudrasfoods.com,success,"intl-segmenter@11.7.10, rudras.geetha@gmail.com","4399995803, 8915039724, 4188940697",Rudras Indian Cuisine | Pure Vegetarian South Indian Restaurant | Friendswood TX,"Authentic South Indian vegetarian food in Friendswood, TX. Dosas, Idli, Biryani, Chaats, Sweets & weekend Lunch Buffet. Catering & Live dosa events. Serving Houston, Friendswood, Pearland & League Cit"
