sac_id,sac_code,description,sac_group_id,sector_id
29635ee9-e36d-4a4e-9c6d-efac2c77fb9a,999139,Other administrative services related to compulsory social security schemes,23,91
8833121c-3eaa-4019-b3e9-e01dbd191748,999210,Pre-primary education services,24,79
67dce343-e911-4d68-8734-2aa4f1ffac8c,999220,Primary education services,24,79
2142d2d8-af55-42dd-b61f-51845ad3c33a,999231,"Secondary education services, general",24,79
8362e4fb-adf9-4b81-a92c-e2e32654ce90,999232,"Secondary education services, technical and vocational",24,79
e701c0d2-826c-4cc2-9e28-3fbeacc3e071,999241,"Higher education services, general",24,79
f982b6d9-1565-45ed-bffa-930b91c761be,999242,"Higher education services, technical",24,79
af441ae9-620f-415e-b840-3971e84db7cc,999243,"Higher education services, vocational",24,79
fd10839e-b689-4330-9ea6-1c6e3075de09,999249,Other higher education services,24,79
38aa2e11-d8e9-465f-8a3c-c29471ecb52b,999250,Specialised education services,24,79
0a4cc58f-995d-4b0b-ad9c-fcc35007273d,999259,Specialised education services,24,79
d4794ef2-c29a-4590-8e66-a5d4190064a7,999291,Cultural education services,24,79
d47c0d94-06a2-4298-8721-eb41418b5d84,999292,Sports and recreation education services,24,79
155492d2-40c6-41f9-ad9c-8ea31f61def7,999293,Commercial training and coaching services,24,79
25abd818-afe8-4f52-abca-962b91d75b3b,999294,Other education and training services nowhere else classified,24,79
d559446b-f19c-4e5f-a826-1e6c8cb09803,999295,services involving conduct of examination for admission to educational institutions,24,79
75476cd2-2898-4c56-8a1b-f7a0a52ee7d0,999299,Other Educational support services,24,79
ca9968f7-318f-4cd1-bc40-350f43cd7153,999311,Inpatient services,25,84
6a5b5293-05a4-4a4b-9ecb-e69487d77558,999312,Medical and dental services,25,84
8acb676c-6fe3-4b26-acc6-0186f99daae5,999313,Childbirth and related services,25,84
1d7e7d7d-f0b6-4ac0-a0c7-0db324790d83,999314,Nursing and physiotherapeutic services,25,84
ceeeee00-9304-47e9-b166-f3af70b4fbb1,999315,Ambulance services,25,84
9252b9fc-0515-4ef3-ac46-00d4c517e51a,999316,Medical laboratory and diagnostic-imaging services,25,84
63aa6650-40fd-4950-8097-f82dbc0498a1,999317,"Blood, sperm and organ bank services",25,84
59e6e59f-9135-4a01-88f1-fe01b2ac3bc8,999318,"Blood, sperm and organ bank services",25,84
00dee5f4-fc77-410a-a0e9-116c0a456247,999319,"Other human health services including homeopathy, unani, ayurveda, naturopathy, acupuncture and the like",25,84
208d06cc-3c63-492b-8b00-8b8a00bd501d,999321,Residential health-care services other than by hospitals,25,84
b6f74045-ef4b-4e34-ae51-10604ae7fb4c,999322,Residential care services for the elderly and persons with disabilities,25,84
cec516e7-c482-4d4f-ab68-8e6891ee2381,999331,"Residential care services for children suffering from mental retardation, mental health illnesses or substance abuse",25,84
d1327522-19ac-4378-8d18-89c3ce930951,999332,Other social services with accommodation for children,25,84
78166418-0fe3-4713-855b-435f15f4cf26,999333,"Residential care services for adults suffering from mental retardation, mental health illnesses or substance abuse",25,84
e4cbf3ca-7ed8-4ffe-ad74-89d2b7286c93,999334,Other social services with accommodation for adults,25,84
b5a9cb26-9bd1-4a9e-9221-b0352fb074c6,999341,Vocational rehabilitation services,25,84
adfa4bb6-d59d-4a83-a968-956615f1c61f,999349,Other social services without accommodation for the elderly and disabled nowhere else classified,25,84
dfae1660-bc5f-41dc-8ef9-a1e31fa2e3fd,999351,Child day-care services,25,84
4a9b18c7-c09b-4971-bf7e-a3f63eec902e,999352,Guidance and counseling services nowhere else classified related to children,25,84
b4c36892-a780-434d-8581-fb444af7f660,999353,Welfare services without accommodation,25,84
da347b9c-360e-429f-b124-1febf3f5ed81,999359,Other social services without accommodation nowhere else classified,25,84
6cad4799-d660-4c9e-b1a3-819129eda873,999411,Sewerage and sewage treatment services,26,81
b825a8b9-d6c9-4ee2-ba48-5b79f706a338,999412,Septic tank emptying and cleaning services,26,81
becb39bc-46b9-45a2-91c9-d489b00fd21f,999413,Septic tank emptying and cleaning services,26,81
6eea597b-6fd4-4cd0-91ed-0129989bcb00,999419,"Other sewerage, sewage treatment and septic tank cleaning services",26,81
2792823d-ba67-48e2-a2d2-e442e646afa9,999421,Collection services of hazardous waste,26,81
fe673213-14b3-4008-8235-ea60d2f81a29,999422,Collection services of non-hazardous recyclable materials,26,81
7ef22aca-d651-4e45-af32-c1b6f985c9ad,999423,"General waste collection services, residential",26,81
e4192afd-f6d2-4974-b948-080a6526ef9f,999424,"General waste collection services, other nowhere else classified",26,81
44342c1a-ec1f-49ae-8d1d-2c5b28217933,999429,Other sewage and waste collection services,26,81
ad112255-7f34-4b81-9200-74fa95b51274,999431,"Waste preparation, consolidation and storage services",26,81
9ecf5fd2-2528-4cec-bb04-7f66bc716796,999432,Hazardous waste treatment and disposal services,26,81
a984cb80-b738-4351-8bf8-65fb57d607fd,999433,Non-hazardous waste treatment and disposal services,26,81
a522ea17-9721-4b68-8c8a-1dca3db6be21,999439,Other waste treatment and disposal services,26,81
52d1bf63-a7bf-45f9-80ee-bfdbe2246e86,999441,Site remediation and clean-up services,26,81
6bca5425-ad79-4570-9bd2-0aa1493992d7,999442,"Containment, control and monitoring services and other site remediation services",26,81
2f81278a-dbd5-4dc8-a2ad-f71aa6d24f2d,999443,Building remediation services,26,81
306338e6-e500-4586-8011-370128bc41d8,999449,Other remediation services nowhere else classified,26,81
434b7e26-42c5-4e8c-9f3f-66a5725913d4,999451,Sweeping and snow removal services,26,81
8ec449f1-85f8-4a2d-a796-d1009bf5fcc3,999459,Other sanitation services nowhere else classified,26,81
993053ea-e329-46e5-8638-3d2881887e37,999490,Other environmental protection services nowhere else classified,26,81
bdb7872e-516b-452d-88d6-46a8ad7e36ac,999491,Services by way of treatment or disposal of biomedical waste or the processes incidental thereto by a common biomedical waste treatment facility to a clinical establishment.,26,81
ebc61380-47fb-4bca-a94c-2bbfa928d892,999499,Other environmental protection services nowhere else classified,26,81
11bd4745-a30b-4adc-b527-ff5e45876630,999511,Services furnished by business and employers organisations,27,91
c2d7068b-d470-4a42-a55f-6525ddae4a0a,999512,Services furnished by professional organisations,27,91
1eb9e8a4-8930-4190-bbc1-e3034a0a40d9,999520,Services furnished by trade unions,27,91
a9d13618-15df-48f8-bb4e-388f3e310090,999591,Religious services,27,91
c1e22bec-40f3-4a34-9048-af27657bd3a3,999592,Services furnished by political organisations,27,91
5bae2c0d-8b0a-48df-aa8f-f81e706a7eaa,999593,Services furnished by human rights organisations,27,91
0001f241-a245-4cf1-8a26-95ae5ca2957b,999594,Cultural and recreational associations,27,91
847c11d0-5e7a-4a93-8a88-3eab90a8e755,999595,Services furnished by environmental advocacy groups,27,91
6d59d900-d26c-4635-8dd5-d069006d13d1,999596,Services provided by youth associations,27,91
e40b63d9-5db2-4aae-98c4-34bd0fb6e9de,999597,Other civic and social organisations,27,91
f40cc7d1-b710-4e28-8fb0-03c584f71170,999598,Home owners associations,27,91
a6b04798-9675-4cf4-985b-e35fad438883,999599,Services provided by other membership organisations nowhere else classified,27,91
e7ba7c7b-764d-42d4-b24f-daea82b0cd49,999611,Sound recording services,28,80
6210c8c2-a193-497c-ba65-c2cdcd663f84,999612,"Motion picture, videotape, television and radio programme production services",28,80
019357d8-a35c-4832-8e3c-23c2503f4c21,999613,Audiovisual post-production services,28,80
881b41bc-7304-47b3-b2af-dfc9dfbc2bc2,999614,"Motion picture, videotape and television programme distribution services",28,80
b57287da-023a-4cd0-9dfc-c9812a7598d3,999615,Motion picture projection services,28,80
0418d777-5678-4e5f-8bd1-1a07730f66eb,999616,Services by way of admission to exhibition of cinematograph films where price of admission ticket is one hundred rupees or less,28,80
6b1ad6ab-c543-433e-940c-f479e0c4b669,999617,Services by way of admission to exhibition of cinematograph films where price of admission ticket is above one hundred rupees.,28,80
74a46b89-f5ad-4f53-bd9c-8b7bb9e27fa9,999621,Performing arts event promotion and organisation services,28,80
778a4a9a-8e3b-4c6d-913e-33a041a9ea9c,999622,Performing arts event production and presentation services,28,80
e9a5d6f9-1419-4e77-9caf-c078653ad88a,999623,Performing arts facility operation services,28,80
e5e09439-60b1-45bf-8708-f8702aabbeb4,999624,"Services by way of admission or access to circus, Indian classical dance including folk dance, theatrical performance, drama [or planetarium], ballet etc.",28,80
9318d225-8375-4cbd-96f2-140183142161,999629,Other performing arts and live entertainment services nowhere else classified,28,80
700843a3-a071-4c10-ad17-3da46cd11c24,999631,"Services of performing artists including actors, readers, musicians, singers, dancers, television personalities, independent models and the like",28,80
e99cac6d-d419-4314-b93c-e41975f2b3be,999632,"Services of authors, composers, sculptors and other artists, except performing artists",28,80
5cf1f4ee-e06d-4412-9286-f756bdac614e,999633,"Original works of authors, composers and other artists except performing artists, painters and sculptors",28,80
c944b597-908d-4537-ae9d-951e95271375,999641,Museum and preservation services of historical sites and buildings,28,80
9abbf2dc-5522-49a1-a054-be945ae1a6d9,999642,"Botanical, zoological and nature reserve services",28,80
90a77707-423d-4e9d-9bf3-618760192baa,999651,Sports and recreational sports event promotion and organisation services,28,80
3ce4c48f-b688-4240-af19-35e37d1ae6bd,999652,Sports and recreational sports facility operation services,28,80
8b053f0e-4eb0-4378-9796-c18a3765503e,999653,Services by way of admission to sporting events like Indian Premier League.,28,80
6671eb7c-b25c-41f4-a02d-934f9818f16c,999659,Other sports and recreational sports services nowhere else classified,28,80
521e6acc-7b69-41f2-9204-a98a934fe4ab,999661,Services of athletes,28,80
e3949cbb-c0a4-485c-9a15-6d24ebb4ea69,999662,Support services related to sports and recreation,28,80
655113aa-4a89-4cc4-8123-31b2b27c7330,999691,Amusement park and similar attraction services,28,80
0b7e6b8b-8b8e-4f16-ab29-53bb621890c0,999692,Coin-operated amusement machine services,28,80
335911ee-0ac9-4a72-a66b-aaa10b354780,999693,Coin-operated amusement machine services,28,80
713bffba-1975-4a56-89e9-9810970047f6,999694,Services by way of admission to casinos or race clubs or any place having casinos or race clubs,28,80
107be2e1-1173-4a06-b316-54c47e3be04e,999699,Other recreation and amusement services nowhere else classified,28,80
489ea9ca-0c48-447d-801c-b3bd714940bb,999711,Coin-operated laundry services,29,91
83e3fc70-df80-4987-90d1-3734ff882346,999712,Dry-cleaning services (including fur product cleaning services),29,91
0925fa26-dd51-4b20-8b3d-69b0031fb8b1,999713,Other textile cleaning services,29,91
057d0bd4-7dc9-43c5-ad7c-34b86b912b6f,999714,Pressing services,29,91
a331a28e-c7a6-4959-8675-1d0d67d9ee4c,999715,Dyeing and colouring services,29,91
aa99c910-f9ab-4345-bc96-dbf07e55db50,999719,"Other washing, cleaning and dyeing services nowhere else classified",29,91
3ed60420-168a-4d47-923d-a16106403d8f,999721,Hairdressing and barbers services,29,91
9dbe3efd-7902-410b-ac4d-6bdb487c75d3,999722,"Cosmetic treatment (including cosmetic or plastic surgery), manicuring and pedicuring services",29,91
72503585-336f-4c78-bd6c-d4882ddd369a,999723,Physical well-being services including health club and fitness centre,29,91
d1da62e1-113a-44b9-87f5-8b1dc59f67c3,999729,Other beauty treatment services nowhere else classified,29,91
e84c04cf-de6b-4cbc-be57-ba6be2439d19,999731,Cemeteries and cremation services,29,91
8d476c88-0667-403a-867e-eeceaf0c5fe7,999732,Undertaking services,29,91
f2ac18d0-2203-4f6e-b399-fd7955b69745,999791,Services involving commercial use or exploitation of any event,29,91
ba0bb87c-3c70-493c-8377-2fd1cc408a2e,999792,Agreeing to do an act,29,91
4968801c-7d43-45ed-a0be-b881173c690c,999793,Agreeing to refrain from doing an act,29,91
67f72d13-182f-417c-9f02-a939ad0c0a1d,999794,Agreeing to tolerate an act,29,91
8fda68e7-d435-437c-a2a3-b3b38bb2ae87,999795,Conduct of religious ceremonies or rituals by persons,29,91
0ff46afa-025a-4864-9d46-8f9a158d16fb,999799,Other services nowhere else classified,29,91
21ae392a-bd67-401e-99de-8455f3ecc0c0,999800,Domestic services both part time and full time,30,91
00c71cc5-b104-4793-bc6b-04d844f17feb,999900,Services provided by extraterritorial organisations and bodies,31,91
